"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"22.06.2016","93,803","94,165","94,165","93,565","0,19K","-0,32%"
"21.06.2016","94,106","93,600","94,205","93,540","0,22K","0,39%"
"20.06.2016","93,739","94,115","94,115","93,600","0,40K","-0,68%"
"17.06.2016","94,385","94,560","94,695","94,220","0,29K","-0,39%"
"16.06.2016","94,751","94,515","95,545","94,320","0,29K","0,02%"
"15.06.2016","94,735","95,125","95,130","94,470","0,17K","-0,38%"
"14.06.2016","95,100","94,475","95,200","94,450","0,23K","0,72%"
"13.06.2016","94,421","94,735","94,835","94,290","27,76K","-0,22%"
"10.06.2016","94,631","94,180","94,790","94,085","36,30K","0,69%"
"09.06.2016","93,987","93,535","94,150","93,430","26,20K","0,42%"
"08.06.2016","93,596","93,835","93,840","93,385","27,62K","-0,21%"
"07.06.2016","93,797","93,945","94,050","93,735","10,67K","-0,06%"
"06.06.2016","93,855","93,885","94,270","93,730","12,10K","-0,14%"
"03.06.2016","93,988","95,545","95,640","93,830","7,39K","-1,66%"
"02.06.2016","95,571","95,400","95,575","95,180","2,25K","0,10%"
"01.06.2016","95,471","95,810","95,910","95,360","1,96K","-0,44%"
"31.05.2016","95,893","95,605","95,895","95,480","1,36K","0,41%"
"30.05.2016","95,505","95,775","95,980","95,690","2,17K","0,00%"
"27.05.2016","95,505","95,165","95,770","95,125","1,36K","0,34%"
"26.05.2016","95,180","95,350","95,350","94,955","1,08K","-0,20%"
"25.05.2016","95,370","95,650","95,675","95,375","1,05K","-0,25%"
"24.05.2016","95,611","95,335","95,685","95,270","0,94K","0,37%"
"23.05.2016","95,261","95,385","95,500","95,160","0,41K","-0,13%"
"20.05.2016","95,383","95,370","95,515","95,240","0,23K","0,04%"
"19.05.2016","95,344","95,210","95,580","95,200","0,70K","0,23%"
"18.05.2016","95,123","94,620","95,295","94,620","0,90K","0,55%"
"17.05.2016","94,606","94,590","94,760","94,400","0,36K","-0,02%"
"16.05.2016","94,625","94,680","94,735","94,490","0,34K","-0,05%"
"13.05.2016","94,673","94,215","94,910","94,185","0,53K","0,49%"
"12.05.2016","94,213","93,920","94,210","93,890","0,37K","0,35%"
"11.05.2016","93,880","94,300","94,305","93,750","0,32K","-0,50%"
"10.05.2016","94,352","94,165","94,385","94,140","0,32K","0,15%"
"09.05.2016","94,210","93,960","94,280","93,880","0,60K","0,25%"
"06.05.2016","93,973","93,845","94,005","93,200","0,57K","0,11%"
"05.05.2016","93,873","93,360","93,935","93,275","0,69K","0,63%"
"04.05.2016","93,285","93,055","93,450","92,960","0,65K","0,28%"
"03.05.2016","93,029","92,565","93,080","92,000","1,08K","0,34%"
"02.05.2016","92,713","93,000","93,090","92,520","0,49K","-0,47%"
"29.04.2016","93,147","93,780","93,780","93,065","0,77K","-0,71%"
"28.04.2016","93,817","94,515","94,615","93,780","0,55K","-0,67%"
"27.04.2016","94,447","94,505","94,975","94,200","0,23K","-0,18%"
"26.04.2016","94,618","94,830","94,860","94,275","0,78K","-0,30%"
"25.04.2016","94,899","95,180","95,180","94,770","0,35K","-0,30%"
"22.04.2016","95,180","94,610","95,250","94,595","0,21K","0,53%"
"21.04.2016","94,674","94,620","94,760","93,975","0,58K","0,10%"
"20.04.2016","94,579","94,195","94,665","94,020","0,14K","0,55%"
"19.04.2016","94,062","94,610","94,620","94,015","0,36K","-0,54%"
"18.04.2016","94,573","94,765","94,895","94,485","0,16K","-0,24%"
"15.04.2016","94,799","95,055","95,150","94,600","0,20K","-0,23%"
"14.04.2016","95,018","95,015","95,270","94,815","0,43K","0,17%"
"13.04.2016","94,855","94,155","94,920","94,110","0,41K","0,85%"
"12.04.2016","94,060","93,980","94,385","93,620","0,29K","0,01%"
"11.04.2016","94,050","94,310","94,435","93,880","0,27K","-0,33%"
"08.04.2016","94,360","94,745","94,770","94,240","0,22K","-0,25%"
"07.04.2016","94,597","94,520","94,765","94,150","0,39K","0,08%"
"06.04.2016","94,524","94,715","95,110","94,360","0,32K","-0,20%"
"05.04.2016","94,712","94,565","95,055","94,565","0,18K","0,13%"
"04.04.2016","94,589","94,680","94,895","94,500","0,04K","-0,10%"
"01.04.2016","94,688","94,670","95,135","94,470","0,23K","0,03%"
"31.03.2016","94,661","94,860","95,090","94,450","0,23K","-0,26%"
"30.03.2016","94,904","95,275","95,285","94,680","0,24K","-0,33%"
"29.03.2016","95,216","96,100","96,200","95,165","0,31K","-0,83%"
"28.03.2016","96,010","96,445","96,445","95,955","0,25K","-0,22%"
"24.03.2016","96,226","96,130","96,410","96,130","0,18K","0,11%"
"23.03.2016","96,117","95,705","96,200","95,705","0,11K","0,44%"
"22.03.2016","95,694","95,475","95,760","95,340","0,13K","0,37%"
"21.03.2016","95,339","95,130","95,430","95,080","0,13K","0,18%"
"18.03.2016","95,165","94,760","95,185","94,655","0,30K","0,33%"
"17.03.2016","94,851","95,865","95,890","94,750","0,19K","-1,18%"
"16.03.2016","95,980","96,900","97,100","95,735","0,09K","-0,77%"
"15.03.2016","96,723","96,710","96,890","96,610","0,04K","0,06%"
"14.03.2016","96,665","96,310","96,740","96,135","15,15K","0,46%"
"11.03.2016","96,227","96,240","96,760","95,975","34,80K","0,11%"
"10.03.2016","96,120","97,350","98,500","95,985","71,17K","-1,13%"
"09.03.2016","97,219","97,320","97,630","96,980","19,89K","-0,05%"
"08.03.2016","97,266","97,145","97,335","96,945","6,45K","0,13%"
"07.03.2016","97,144","97,415","97,785","97,110","5,16K","-0,30%"
"04.03.2016","97,438","97,735","98,140","97,130","3,61K","-0,25%"
"03.03.2016","97,686","98,335","98,440","97,560","1,90K","-0,65%"
"02.03.2016","98,325","98,440","98,700","98,255","0,97K","-0,15%"
"01.03.2016","98,475","98,335","98,700","98,240","1,18K","0,14%"
"29.02.2016","98,334","98,345","98,490","97,940","2,15K","0,04%"
"26.02.2016","98,293","97,470","98,385","97,270","1,38K","0,91%"
"25.02.2016","97,410","97,650","97,850","97,365","1,32K","-0,19%"
"24.02.2016","97,594","97,590","98,035","97,375","1,98K","-0,01%"
"23.02.2016","97,605","97,430","97,680","97,335","0,72K","0,10%"
"22.02.2016","97,508","96,800","97,720","96,800","0,45K","0,81%"
"19.02.2016","96,724","96,880","97,290","96,710","1,24K","-0,36%"
"18.02.2016","97,070","96,925","97,195","96,810","0,38K","0,17%"
"17.02.2016","96,903","97,070","97,205","96,805","0,28K","-0,08%"
"16.02.2016","96,980","96,770","97,100","96,500","0,39K","0,93%"
"15.02.2016","96,087","96,250","97,000","96,180","0,37K","0,00%"
"12.02.2016","96,087","95,790","96,360","95,680","0,59K","0,39%"
"11.02.2016","95,714","95,715","95,990","95,405","0,53K","-0,32%"
"10.02.2016","96,026","96,040","96,830","95,900","0,48K","-0,17%"
"09.02.2016","96,189","96,670","96,910","95,820","0,46K","-0,50%"
"08.02.2016","96,676","97,150","97,575","96,675","0,78K","-0,49%"
"05.02.2016","97,149","96,685","97,400","96,255","1,03K","0,58%"
"04.02.2016","96,590","97,300","97,555","96,405","0,73K","-0,84%"
"03.02.2016","97,406","98,930","99,000","96,990","1,11K","-1,60%"
"02.02.2016","98,991","99,065","99,190","98,900","0,19K","-0,14%"
"01.02.2016","99,128","99,800","99,800","99,070","0,34K","-0,61%"
"29.01.2016","99,737","98,735","99,955","98,720","1,11K","1,11%"
"28.01.2016","98,644","99,160","99,235","98,555","0,37K","-0,41%"
"27.01.2016","99,049","99,280","99,285","98,865","0,37K","-0,18%"
"26.01.2016","99,230","99,415","99,575","99,180","0,22K","-0,28%"
"25.01.2016","99,506","99,725","99,725","99,395","0,30K","-0,24%"
"22.01.2016","99,746","99,390","99,750","99,315","0,65K","0,53%"
"21.01.2016","99,223","99,390","99,985","99,090","0,66K","-0,05%"
"20.01.2016","99,269","99,145","99,350","98,800","0,12K","0,14%"
"19.01.2016","99,131","99,350","99,480","99,055","0,12K","0,02%"
"18.01.2016","99,115","99,080","99,340","99,045","0,13K","0,00%"
"15.01.2016","99,115","99,205","99,290","98,545","0,41K","-0,13%"
"14.01.2016","99,248","99,000","99,395","98,745","0,57K","0,18%"
"13.01.2016","99,068","99,325","99,485","98,990","0,21K","-0,05%"
"12.01.2016","99,122","99,125","99,420","98,755","0,17K","0,24%"
"11.01.2016","98,882","98,405","99,035","98,250","0,08K","0,20%"
"08.01.2016","98,689","98,500","99,365","98,500","0,19K","0,33%"
"07.01.2016","98,365","99,465","99,480","98,360","0,24K","-1,01%"
"06.01.2016","99,364","99,600","99,810","99,285","0,13K","-0,24%"
"05.01.2016","99,599","98,975","99,835","98,975","0,31K","0,54%"
"04.01.2016","99,066","98,920","99,360","98,240","0,18K","0,23%"
"31.12.2015","98,840","98,425","98,885","98,405","0,36K","0,40%"
"30.12.2015","98,449","98,410","98,550","98,305","0,13K","0,19%"
"29.12.2015","98,258","98,040","98,510","97,950","0,17K","0,22%"
"28.12.2015","98,040","98,020","98,120","97,955","0,05K","-0,07%"
"24.12.2015","98,111","98,430","98,430","98,020","0,06K","-0,35%"
"23.12.2015","98,457","98,370","98,715","98,370","0,05K","0,13%"
"22.12.2015","98,334","98,560","98,585","98,095","0,15K","-0,13%"
"21.12.2015","98,459","98,805","98,865","98,405","0,08K","-0,37%"
"18.12.2015","98,826","99,150","99,375","98,815","0,13K","-0,58%"
"17.12.2015","99,405","98,890","99,400","98,750","0,15K","1,46%"
"16.12.2015","97,979","98,300","98,800","97,865","0,18K","-0,41%"
"15.12.2015","98,386","97,740","98,390","97,335","0,12K","0,75%"
"14.12.2015","97,653","97,770","97,990","97,310","25,96K","0,05%"
"11.12.2015","97,606","98,050","98,155","97,375","40,13K","-0,45%"
"10.12.2015","98,044","97,450","98,070","97,450","46,97K","0,63%"
"09.12.2015","97,426","98,615","98,630","97,305","30,21K","-1,17%"
"08.12.2015","98,583","98,860","98,885","98,470","12,65K","-0,20%"
"07.12.2015","98,784","98,455","99,020","98,380","12,70K","0,34%"
"04.12.2015","98,453","98,110","98,740","97,660","9,79K","0,72%"
"03.12.2015","97,754","100,190","100,700","97,705","24,34K","-2,39%"
"02.12.2015","100,145","99,980","100,650","99,960","6,07K","0,19%"
"01.12.2015","99,955","100,360","100,370","99,890","3,69K","-0,37%"
"30.11.2015","100,330","100,275","100,475","100,230","2,62K","0,12%"
"27.11.2015","100,211","100,075","100,405","99,845","2,55K","0,25%"
"26.11.2015","99,960","99,925","100,080","99,905","1,01K","0,00%"
"25.11.2015","99,960","99,760","100,360","99,500","1,01K","0,24%"
"24.11.2015","99,718","99,950","99,985","99,665","2,67K","-0,28%"
"23.11.2015","100,000","99,840","100,205","99,760","1,92K","0,23%"
"20.11.2015","99,772","99,350","99,855","99,220","2,45K","0,55%"
"19.11.2015","99,222","99,660","99,690","98,980","2,61K","-0,71%"
"18.11.2015","99,928","99,925","100,100","99,575","1,53K","0,04%"
"17.11.2015","99,890","99,690","100,020","99,690","1,27K","0,16%"
"16.11.2015","99,731","99,290","99,730","99,185","1,48K","0,44%"
"13.11.2015","99,290","98,860","99,500","98,815","1,53K","0,39%"
"12.11.2015","98,905","99,085","99,585","98,690","1,44K","-0,45%"
"11.11.2015","99,353","99,380","99,495","99,075","0,84K","-0,23%"
"10.11.2015","99,585","99,285","99,790","99,260","0,83K","0,32%"
"09.11.2015","99,269","99,590","99,645","99,135","0,98K","-0,19%"
"06.11.2015","99,457","98,250","99,650","98,200","1,32K","1,23%"
"05.11.2015","98,248","98,205","98,440","98,080","0,56K","0,01%"
"04.11.2015","98,237","97,580","98,345","97,530","0,93K","0,80%"
"03.11.2015","97,458","97,210","97,760","97,075","0,51K","0,25%"
"02.11.2015","97,213","97,055","97,215","96,930","0,20K","-0,02%"
"30.10.2015","97,237","97,500","97,625","96,875","1,31K","-0,35%"
"29.10.2015","97,577","97,935","98,010","97,575","0,33K","-0,51%"
"28.10.2015","98,074","97,260","98,075","96,755","0,73K","0,90%"
"27.10.2015","97,195","97,085","97,240","96,855","0,22K","0,04%"
"26.10.2015","97,158","97,460","97,460","97,000","0,32K","-0,30%"
"23.10.2015","97,448","96,810","97,510","96,430","0,61K","0,82%"
"22.10.2015","96,659","95,230","96,650","95,205","0,61K","1,45%"
"21.10.2015","95,278","95,075","95,230","94,970","0,19K","0,13%"
"20.10.2015","95,152","95,160","95,170","94,850","0,09K","-0,02%"
"19.10.2015","95,167","94,850","95,245","94,810","0,26K","0,39%"
"16.10.2015","94,801","94,835","94,965","94,685","0,17K","0,18%"
"15.10.2015","94,635","94,210","94,810","94,050","0,46K","0,50%"
"14.10.2015","94,167","94,980","94,980","94,065","0,34K","-0,87%"
"13.10.2015","94,993","95,120","95,240","94,785","0,19K","0,02%"
"12.10.2015","94,970","95,035","95,115","94,880","0,54K","-0,12%"
"09.10.2015","95,086","95,550","95,560","94,955","0,16K","-0,55%"
"08.10.2015","95,615","95,770","95,880","95,270","0,26K","-0,18%"
"07.10.2015","95,790","95,835","96,010","95,650","0,39K","0,02%"
"06.10.2015","95,771","96,385","96,490","95,740","0,24K","-0,70%"
"05.10.2015","96,447","96,035","96,485","95,845","0,24K","0,29%"
"02.10.2015","96,165","96,470","96,700","95,505","0,29K","-0,37%"
"01.10.2015","96,526","96,650","96,750","96,290","0,05K","-0,16%"
"30.09.2015","96,685","96,235","96,850","96,235","0,16K","0,52%"
"29.09.2015","96,186","96,230","96,550","96,060","0,14K","-0,20%"
"28.09.2015","96,382","96,580","96,835","96,300","0,18K","-0,25%"
"25.09.2015","96,622","96,580","97,030","96,520","0,13K","0,30%"
"24.09.2015","96,337","96,445","96,490","95,770","0,12K","-0,06%"
"23.09.2015","96,394","96,750","96,875","96,450","0,08K","-0,24%"
"22.09.2015","96,629","96,250","96,755","96,125","0,08K","0,44%"
"21.09.2015","96,204","95,600","96,295","95,395","0,12K","1,08%"
"18.09.2015","95,174","94,890","95,540","94,395","0,11K","0,33%"
"17.09.2015","94,862","95,565","95,705","94,690","0,14K","-0,94%"
"16.09.2015","95,761","95,985","96,175","95,575","0,03K","-0,25%"
"15.09.2015","96,005","95,750","95,990","95,600","0,02K","0,62%"
"14.09.2015","95,412","95,290","95,625","95,065","20,24K","0,03%"
"11.09.2015","95,379","95,685","95,870","95,290","49,30K","-0,26%"
"10.09.2015","95,632","96,095","96,430","95,575","56,60K","-0,61%"
"09.09.2015","96,215","96,140","96,640","96,120","35,86K","-0,02%"
"08.09.2015","96,233","96,490","96,530","96,040","10,77K","-0,30%"
"07.09.2015","96,525","96,550","96,730","96,360","4,38K","0,00%"
"04.09.2015","96,525","96,680","96,895","95,810","5,37K","-0,19%"
"03.09.2015","96,706","96,300","96,920","96,070","4,10K","0,60%"
"02.09.2015","96,127","95,740","96,240","95,740","2,27K","0,42%"
"01.09.2015","95,729","96,160","96,160","95,500","3,06K","-0,42%"
"31.08.2015","96,135","96,420","96,550","95,925","2,07K","-0,28%"
"28.08.2015","96,408","96,100","96,635","95,690","2,50K","0,46%"
"27.08.2015","95,970","95,505","96,375","95,355","2,63K","0,55%"
"26.08.2015","95,446","94,105","95,800","94,045","2,96K","0,61%"
"25.08.2015","94,869","93,880","95,040","93,830","5,09K","1,27%"
"24.08.2015","93,676","95,235","95,270","92,850","7,13K","-1,74%"
"21.08.2015","95,330","96,125","96,125","95,150","2,29K","-1,03%"
"20.08.2015","96,325","96,805","96,900","96,035","1,86K","-0,37%"
"19.08.2015","96,687","97,265","97,400","96,670","0,97K","-0,72%"
"18.08.2015","97,388","97,200","97,400","97,060","0,48K","0,26%"
"17.08.2015","97,135","96,885","97,280","96,860","0,65K","0,29%"
"14.08.2015","96,853","96,655","97,005","96,445","3,25K","0,08%"
"13.08.2015","96,774","96,690","97,130","96,475","0,89K","0,17%"
"12.08.2015","96,610","97,495","97,700","96,275","2,59K","-1,08%"
"11.08.2015","97,663","97,540","97,925","97,250","1,41K","0,15%"
"10.08.2015","97,517","97,985","98,295","97,400","1,31K","-0,44%"
"07.08.2015","97,949","98,215","98,740","97,650","1,08K","-0,29%"
"06.08.2015","98,229","98,290","98,585","98,100","0,56K","-0,13%"
"05.08.2015","98,358","98,415","98,630","98,015","0,86K","0,01%"
"04.08.2015","98,344","97,945","98,420","97,635","0,40K","0,41%"
"03.08.2015","97,941","97,670","98,035","97,615","0,68K","0,18%"
"31.07.2015","97,761","97,790","98,010","96,720","1,14K","-0,24%"
"30.07.2015","97,999","97,640","98,200","97,600","0,39K","0,61%"
"29.07.2015","97,402","97,035","97,690","96,915","0,38K","0,22%"
"28.07.2015","97,186","96,970","97,400","96,895","0,42K","0,26%"
"27.07.2015","96,938","97,705","97,720","96,710","0,93K","-0,74%"
"24.07.2015","97,664","97,600","98,035","97,570","0,45K","0,13%"
"23.07.2015","97,539","97,925","97,925","97,115","0,97K","-0,51%"
"22.07.2015","98,040","97,775","98,225","97,540","0,47K","0,31%"
"21.07.2015","97,741","98,490","98,620","97,555","0,66K","-0,75%"
"20.07.2015","98,476","98,375","98,585","98,205","0,47K","0,15%"
"17.07.2015","98,329","98,155","98,445","97,880","0,37K","0,19%"
"16.07.2015","98,144","97,735","98,230","97,690","0,73K","0,54%"
"15.07.2015","97,617","97,205","97,765","97,030","0,42K","0,51%"
"14.07.2015","97,122","97,420","97,520","96,765","0,45K","-0,22%"
"13.07.2015","97,338","96,500","97,370","96,100","0,57K","0,85%"
"10.07.2015","96,522","96,890","96,900","95,945","0,68K","-0,65%"
"09.07.2015","97,153","96,785","97,300","96,555","0,30K","0,32%"
"08.07.2015","96,842","97,300","97,450","96,665","0,67K","-0,61%"
"07.07.2015","97,441","96,900","97,820","96,860","0,80K","0,63%"
"06.07.2015","96,832","96,980","97,210","96,585","0,25K","0,17%"
"03.07.2015","96,665","96,575","96,635","96,420","0,08K","0,00%"
"02.07.2015","96,665","96,935","96,990","96,425","0,30K","-0,20%"
"01.07.2015","96,859","96,125","96,900","96,000","0,30K","0,88%"
"30.06.2015","96,011","95,520","96,230","95,400","0,16K","0,74%"
"29.06.2015","95,308","96,360","97,015","95,195","0,93K","-0,71%"
"26.06.2015","95,989","95,805","96,130","95,635","0,15K","0,28%"
"25.06.2015","95,722","95,780","96,005","95,615","0,16K","-0,07%"
"24.06.2015","95,786","95,900","96,055","95,480","0,18K","-0,24%"
"23.06.2015","96,013","94,870","96,200","94,860","0,37K","1,20%"
"22.06.2015","94,875","94,585","94,965","94,370","0,29K","0,24%"
"19.06.2015","94,645","94,530","94,980","94,525","0,25K","0,04%"
"18.06.2015","94,611","94,750","94,780","94,090","0,68K","-0,27%"
"17.06.2015","94,870","95,575","95,885","94,700","0,48K","-0,82%"
"16.06.2015","95,655","95,520","95,890","95,195","0,43K","0,58%"
"15.06.2015","95,102","95,415","95,660","95,010","38,24K","-0,14%"
"12.06.2015","95,237","95,430","96,015","94,970","83,20K","-0,10%"
"11.06.2015","95,336","95,095","96,020","95,015","65,29K","0,32%"
"10.06.2015","95,031","95,465","95,625","94,660","41,74K","-0,55%"
"09.06.2015","95,552","95,665","96,005","95,260","22,46K","-0,18%"
"08.06.2015","95,721","96,915","96,985","95,465","16,00K","-1,05%"
"05.06.2015","96,736","96,090","97,345","95,615","11,70K","0,89%"
"04.06.2015","95,878","95,805","96,010","95,070","6,92K","-0,01%"
"03.06.2015","95,889","96,380","96,955","95,645","8,83K","-0,38%"
"02.06.2015","96,253","97,930","98,005","96,105","9,07K","-1,65%"
"01.06.2015","97,868","97,365","98,165","97,365","5,38K","0,51%"
"29.05.2015","97,369","97,390","97,655","97,250","3,47K","-0,07%"
"28.05.2015","97,434","97,760","98,135","97,400","2,41K","-0,42%"
"27.05.2015","97,847","97,700","98,290","97,405","3,40K","0,07%"
"26.05.2015","97,782","96,920","97,855","96,920","5,35K","1,36%"
"25.05.2015","96,473","96,835","96,940","96,650","1,63K","0,00%"
"22.05.2015","96,473","95,750","96,725","95,210","3,56K","0,84%"
"21.05.2015","95,669","95,965","96,100","95,415","1,23K","-0,18%"
"20.05.2015","95,845","95,770","96,305","95,680","2,40K","0,18%"
"19.05.2015","95,677","94,460","95,900","94,460","2,12K","1,17%"
"18.05.2015","94,574","93,600","94,610","93,570","1,06K","1,19%"
"15.05.2015","93,465","93,750","94,380","93,475","1,01K","-0,37%"
"14.05.2015","93,810","94,055","94,130","93,440","1,73K","-0,18%"
"13.05.2015","93,978","95,000","95,035","93,840","1,27K","-1,05%"
"12.05.2015","94,976","95,525","95,595","94,665","0,77K","-0,48%"
"11.05.2015","95,430","95,345","95,725","95,270","0,88K","0,17%"
"08.05.2015","95,270","95,080","95,540","94,660","1,83K","0,22%"
"07.05.2015","95,062","94,605","95,295","94,350","1,67K","0,56%"
"06.05.2015","94,533","95,685","95,760","94,350","2,18K","-1,14%"
"05.05.2015","95,625","95,975","96,480","95,410","1,12K","-0,43%"
"04.05.2015","96,042","95,805","96,155","95,600","0,56K","0,23%"
"01.05.2015","95,820","95,365","95,900","95,000","1,08K","0,77%"
"30.04.2015","95,092","95,675","95,900","94,830","1,21K","-0,63%"
"29.04.2015","95,695","96,655","96,705","95,175","2,26K","-0,96%"
"28.04.2015","96,619","97,435","97,525","96,580","0,79K","-0,33%"
"27.04.2015","96,941","97,125","97,460","96,620","40,08K","-0,16%"
"24.04.2015","97,099","97,535","97,740","96,900","53,91K","-0,36%"
"23.04.2015","97,454","98,230","98,645","97,335","47,03K","-0,70%"
"22.04.2015","98,138","98,180","98,350","97,615","34,95K","-0,07%"
"21.04.2015","98,205","98,080","98,695","97,825","38,93K","0,05%"
"20.04.2015","98,160","97,600","98,305","97,515","35,00K","0,46%"
"17.04.2015","97,707","97,890","98,030","97,170","57,70K","0,10%"
"16.04.2015","97,614","98,580","98,925","97,470","71,19K","-0,92%"
"15.04.2015","98,525","99,005","99,580","98,410","76,20K","-0,42%"
"14.04.2015","98,940","99,775","99,985","98,575","65,99K","-0,83%"
"13.04.2015","99,768","99,660","100,270","99,455","57,81K","0,17%"
"10.04.2015","99,596","99,215","99,970","99,085","46,42K","0,20%"
"09.04.2015","99,395","98,260","99,415","98,235","52,51K","1,29%"
"08.04.2015","98,131","98,115","98,420","97,460","48,80K","0,08%"
"07.04.2015","98,056","97,250","98,255","97,110","39,78K","1,13%"
"06.04.2015","96,961","96,835","97,455","96,490","31,13K","0,17%"
"03.04.2015","96,801","97,825","97,865","96,560","28,84K","-0,89%"
"02.04.2015","97,673","98,435","98,565","97,555","40,55K","-0,81%"
"01.04.2015","98,475","98,730","98,975","98,255","48,58K","-0,19%"
"31.03.2015","98,661","98,250","99,005","98,140","45,40K","0,39%"
"30.03.2015","98,281","97,620","98,375","97,575","39,92K","0,78%"
"27.03.2015","97,520","97,575","98,210","97,190","56,44K","-0,17%"
"26.03.2015","97,682","97,140","97,795","96,315","58,87K","0,50%"
"25.03.2015","97,197","97,530","97,560","96,675","43,56K","-0,26%"
"24.03.2015","97,446","97,255","97,665","96,575","70,36K","0,15%"
"23.03.2015","97,298","97,800","98,550","97,060","74,92K","-0,89%"
"20.03.2015","98,171","99,300","99,460","97,695","87,65K","-1,42%"
"19.03.2015","99,584","97,850","99,765","97,365","96,93K","0,81%"
"18.03.2015","98,781","99,990","100,120","94,765","101,77K","-1,17%"
"17.03.2015","99,949","100,100","100,265","99,580","44,89K","0,47%"
"16.03.2015","99,482","100,230","100,290","99,440","7,81K","-0,83%"
"13.03.2015","100,314","99,180","100,380","99,180","28,71K","0,91%"
"12.03.2015","99,411","99,660","100,065","98,640","72,34K","-0,37%"
"11.03.2015","99,785","98,565","99,970","98,465","88,44K","1,19%"
"10.03.2015","98,615","97,765","98,655","97,765","71,85K","1,06%"
"09.03.2015","97,580","97,770","97,845","97,310","45,30K","-0,02%"
"06.03.2015","97,604","96,390","97,755","96,320","55,09K","1,26%"
"05.03.2015","96,394","95,980","96,615","95,860","37,53K","0,43%"
"04.03.2015","95,986","95,385","96,070","95,365","57,09K","0,61%"
"03.03.2015","95,408","95,505","95,595","95,135","21,80K","-0,07%"
"02.03.2015","95,479","95,375","95,555","95,100","20,48K","0,17%"
"27.02.2015","95,321","95,230","95,440","94,855","33,73K","-0,02%"
"26.02.2015","95,336","94,260","95,410","94,075","56,17K","1,17%"
"25.02.2015","94,235","94,445","94,475","94,165","25,31K","-0,34%"
"24.02.2015","94,561","94,660","95,070","94,500","36,52K","-0,10%"
"23.02.2015","94,657","94,415","95,025","94,380","27,31K","0,34%"
"20.02.2015","94,340","94,475","94,890","94,110","48,78K","-0,16%"
"19.02.2015","94,492","94,165","94,535","93,900","31,84K","0,25%"
"18.02.2015","94,257","94,195","94,625","94,045","24,46K","0,12%"
"17.02.2015","94,147","94,515","94,540","93,835","25,85K","-0,14%"
"16.02.2015","94,279","94,220","94,490","93,970","10,20K","0,00%"
"13.02.2015","94,279","94,320","94,415","93,975","20,76K","0,09%"
"12.02.2015","94,198","95,015","95,100","94,075","41,12K","-0,94%"
"11.02.2015","95,090","94,805","95,230","94,750","24,86K","0,25%"
"10.02.2015","94,853","94,630","94,980","94,450","32,17K","0,29%"
"09.02.2015","94,582","94,900","95,035","94,470","27,72K","-0,28%"
"06.02.2015","94,851","93,730","94,920","93,680","48,61K","1,19%"
"05.02.2015","93,732","94,660","94,665","93,560","28,93K","-0,46%"
"04.02.2015","94,165","93,950","94,700","93,770","21,31K","0,47%"
"03.02.2015","93,724","94,710","94,925","93,385","58,63K","-1,07%"
"02.02.2015","94,734","94,905","95,100","94,615","23,09K","-0,28%"
"30.01.2015","94,998","94,895","95,135","94,675","30,68K","-0,01%"
"29.01.2015","95,011","94,875","95,260","94,520","48,16K","0,30%"
"28.01.2015","94,727","94,365","94,900","94,195","33,19K","0,51%"
"27.01.2015","94,250","95,325","95,325","93,955","57,00K","-0,91%"
"26.01.2015","95,115","95,500","95,850","94,950","35,34K","0,07%"
"23.01.2015","95,053","94,420","95,775","94,350","57,85K","0,73%"
"22.01.2015","94,362","93,080","94,765","92,670","60,13K","1,31%"
"21.01.2015","93,140","93,300","93,325","92,360","55,51K","-0,22%"
"20.01.2015","93,349","93,050","93,385","92,840","32,22K","0,49%"
"19.01.2015","92,890","92,955","93,070","92,660","16,83K","0,00%"
"16.01.2015","92,890","92,565","93,565","92,380","60,08K","0,30%"
"15.01.2015","92,608","92,370","93,300","91,495","80,17K","0,28%"
"14.01.2015","92,345","92,460","92,635","91,800","50,46K","-0,17%"
"13.01.2015","92,502","92,150","92,630","92,020","34,17K","0,34%"
"12.01.2015","92,184","92,040","92,530","91,865","32,14K","0,04%"
"09.01.2015","92,147","92,515","92,745","92,105","45,23K","-0,49%"
"08.01.2015","92,602","92,235","92,760","92,220","28,01K","0,53%"
"07.01.2015","92,115","92,000","92,510","91,900","43,83K","0,41%"
"06.01.2015","91,738","91,570","91,930","91,415","44,99K","0,13%"
"05.01.2015","91,622","91,730","92,050","91,550","42,51K","0,26%"
"02.01.2015","91,383","90,810","91,490","90,800","44,83K","0,81%"
"31.12.2014","90,647","90,255","90,665","90,155","18,53K","0,41%"
"30.12.2014","90,279","90,515","90,660","90,115","25,19K","-0,24%"
"29.12.2014","90,496","90,310","90,605","90,080","22,57K","0,21%"
"26.12.2014","90,310","90,120","90,370","90,070","6,65K","0,10%"
"24.12.2014","90,223","90,245","90,315","90,080","13,08K","-0,11%"
"23.12.2014","90,326","89,945","90,405","89,845","26,08K","0,42%"
"22.12.2014","89,949","89,920","89,985","89,580","16,46K","0,12%"
"19.12.2014","89,841","89,510","89,880","89,380","28,39K","0,41%"
"18.12.2014","89,477","89,250","89,615","89,120","33,22K","0,17%"
"17.12.2014","89,326","88,190","89,365","88,085","60,78K","1,17%"
"16.12.2014","88,297","88,680","88,735","87,830","56,87K","-0,31%"
"15.12.2014","88,570","88,145","88,600","88,145","0,78K","0,25%"
